Distance (mm),Angle (degrees)
32.93847245089102,294.88274921732096
33.32849017675906,294.572153097554
33.71946463464535,294.2687509068337
34.111362927218636,293.97231201020315
33.93917269702646,293.3099364933861
34.16826139725553,292.3637171659056
34.00720430965254,291.6946756954254
33.850827917885155,291.01936005192647
33.69919738235097,290.3378718085607
33.148310246492194,289.8999025514428
33.00462575347863,289.1989807855934
32.45899154736476,288.7324363845021
32.05264567063262,288.9789361867635
31.50808069041177,288.4944965248083
30.965847292476635,287.9930542131771
30.426070132857685,287.4737791524105
29.88888228688512,286.9357928794516
30.17932515008648,285.9184287857637
30.592473929673503,285.6978647100002
31.006063979186674,285.4831817338471
31.420077873004015,285.27415352650985
31.725564050206813,284.32174838970116
32.141782772725946,284.1324074306041
32.558343524125796,283.9479094640979
32.975233342334676,283.76807470786173
33.39243990259487,283.59273198615824
33.809951479349316,283.4217182322211
34.13186449401751,282.55326680085795
34.04111855172282,281.84780863700473
33.95556034565584,281.13868740489386
33.8752291836241,280.426093377856
33.80016233421364,279.7102229924663
33.73039494455831,278.9912785851728
33.241094085860524,278.3759175349282
32.75574185353289,277.7422455682703
32.33032006813877,277.8447598499273
31.848455648904135,277.184934960541
31.42248548403407,277.2828599100727
30.99660962894175,277.3834760269325
30.517852658454512,276.68758734215464
30.043740591317558,275.96962667355706
30.00212333049777,275.15403371685017
30.394777474809526,274.2751400000563
30.822987128569512,274.21563926794965
31.22303431914352,273.37187091048077
31.651688822561994,273.32615440163556
32.08036293851321,273.2816596395478
32.50905589114704,273.23833834590016
32.916618752583716,272.449879351788
33.345619115725604,272.41834214217863
33.7746293249785,272.3876061038163
33.75946730240172,271.6594722534222
33.7497618771558,270.9308018716446
34.17490290048047,270.19929438512156
34.176106828033596,269.479417021778
33.75341902321019,268.743927014507
33.76556057377713,268.0154670749881
33.35425522865589,267.2527438136978
32.92536738975315,267.21692989794275
32.49649275479856,267.1801706544144
32.09190385816645,266.37674450507933
31.66338598910992,266.3276422051056
31.234892013091393,266.2771926533658
30.806422927112994,266.225339712012
30.40966431985147,265.3647796666934
30.019946201967954,264.48167250027836
30.064276037796525,263.6671205932731
30.54076382753673,262.95532397826514
31.021819935378286,262.2654993160787
31.447354381702144,262.37078716697
31.872992185143882,262.47326328957206
32.35703445388835,261.81906272090725
32.845170450267126,261.18422652118375
33.26955061756389,261.2975574620199
33.76087653946935,260.68747580558943
33.833013385514356,259.9698780278919
33.91043427171126,259.25544528990747
33.993103094131605,258.54437732902846
34.08098166369367,257.83686786206863
34.174029789803,257.13310433335175
33.75555936384767,256.97080295346666
33.4379987471226,256.0880830831861
33.021367802463644,255.90895383768495
32.60506786680786,255.72524853101254
32.18911178291915,255.53679346943122
31.773513055183827,255.34340627143575
31.35828589198019,255.14489533274144
30.943445251279712,254.94105925252873
30.529006889764368,254.73168621776344
30.232448848986696,253.7322973694996
29.945269419042173,252.71342492190922
30.075657139529937,251.93234244595303
30.618277854791316,251.41764598366913
31.025581919060194,251.67033793881515
31.56939598719975,251.17564707706336
32.11548361800023,250.6977449126455
32.663730780187485,250.23585428394617
33.21403053506457,249.78924090316764
33.76628252752952,249.3572108231439
33.920039233001496,248.67846441813504
34.07851280687481,248.0059370332796
33.84580067280094,247.05967975537675
34.01546254549614,246.3936041468522
34.189675472365685,245.73422812751105
33.79868523183049,245.4350812994616
33.408637889258266,245.1289408575316
33.01956685893024,244.81557675955332
32.63150706307785,244.49474970819392
32.059713689659745,244.85692049400885
31.671536037274862,244.5268763318142
31.284435359750358,244.18865305370562
30.89845213464504,243.84196727647813
30.51362876774995,243.4865237382379
30.13000970055798,243.12201476856876
29.946692521505042,242.0177580254451
29.774633445947277,240.90031972307722
30.359101923187616,240.58634478426004
30.944447608021285,240.28423936741046
31.530621646104017,239.99335877059758
32.1175786829434,239.71310300461857
32.70527656145819,239.44291308529853
32.925652092661416,238.79946685292754
33.51568384197237,238.55185386445078
33.74169541682321,237.92981096328896
33.97163086354325,237.31611707338166
34.20541105112718,236.71074321547079
34.08734421105369,235.71124777955214
33.97972073149286,234.70511310256242
33.630174207835324,234.28243160867126
33.282496319071576,233.85089532910254
32.93674624077534,233.41027359946358
32.59298532429943,232.9603302411092
31.991701148930535,233.11094268340133
31.649326647882436,232.64432901879934
31.309097078114426,232.16754196401698
30.706689837582562,232.30891579556135
30.368042064068547,231.81359206384286
30.031714978487855,231.30713544549616
29.971082185701352,230.1532104259933
30.248003313787557,229.52874273070117
30.528452127159923,228.91567662657482
31.134308220122584,228.83936437276657
31.740217435487086,228.76596553924418
32.024870504391636,228.18823716311599
32.312722053622515,227.62074509813857
32.9193446457138,227.57241842758114
33.21054686445262,227.02560884906055
33.817420238484914,226.98924336775235
33.801790018623315,225.96049504843575
34.10167771177076,225.44187749288562
34.10240112947999,224.42161391714004
33.80324967425548,223.9018035431385
33.506930059387756,223.3727550575135
33.21351807908801,222.8343126344129
32.92309147233388,222.28632150395418
32.63572994008217,221.72862834787335
32.02949220724405,221.66664020878568
31.745657704973254,221.08770398537092
31.13985434479298,221.0114710933488
30.53410829792848,220.93221338815667
30.254527343501966,220.31786285827573
29.978489417052785,219.6921255571253
30.040749740516866,218.5388326978976
30.377788913394348,218.03423982139813
30.717132373997405,217.54075821626043
31.31933875973401,217.68497630230405
31.66023748810202,217.20993496922304
32.003266129875215,216.74504575549471
32.348356927002804,216.29004594985972
32.94872825383157,216.44995330765357
33.295094862203044,216.01094699037145
33.643375840452066,215.58100517555118
33.993512347524245,215.15989693879044
34.102539145507095,214.15461866941587
34.22199535476435,213.15605281807274
33.98905506854022,212.5500672742907
33.75996905454091,211.93578812355122
33.534816301799154,211.31318805907864
33.313676560052976,210.68224688901873
32.72563667830328,210.4193269489669
32.13831111763503,210.14679140403535
31.551739768649934,209.8641159687038
30.965965491235973,209.57073858533147
30.381034390246437,209.26605606818316
30.173446579684448,208.55475442699537
29.9705731358838,207.8337106606829
30.155381372956693,206.73126235728526
30.539489547261233,206.36890336598947
30.92478885274154,206.01555996730463
31.311235317160044,205.67092573006857
31.884886278458087,206.03210638190257
32.27126213725204,205.69752682841403
32.65871238418354,205.37087499813296
33.04719923041836,205.05189292286096
33.436686544537544,204.74033270402703
33.82713976825275,204.43595608863177
34.04518517737204,203.47907579921863
34.27260389966463,202.534633861811
34.11035028875047,201.8684372390215
33.95275192528236,201.19596442263
33.79987392726228,200.5173141680088
33.6517806277534,199.83259398409933
33.103188302552525,199.38562127508993
32.698454860290376,199.63535986093382
32.15079983123159,199.17177742158594
31.605322412000543,198.69216070044138
31.062137324823524,198.1957340096185
30.52136695901732,197.68167643710427
29.9831419692617,197.14911908793908
30.271592050194986,196.13284968649708
30.569384416423286,195.13607171326737
30.984078911292542,194.9287417944287
31.39916839796713,194.72689099416954
31.814637415930843,194.53030976726086
32.2304712880676,194.33879887138306
32.646656072487836,194.1521687574408
33.06317851780465,193.97023900145496
33.380259642643395,193.07704632111825
33.79865160381856,192.9123501813516
34.12510884243505,192.0485081281817
34.03806898685279,191.34163009243375
33.95623617128399,190.63123639954205
33.87964812696311,189.9175207421763
33.808340497785586,189.20068275013966
33.317714519389874,188.5898285036695
32.830988559865595,187.9607889009473
32.405793326387794,188.06593305576632
31.92249039935143,187.4109968215805
31.49673824433773,187.51174780095664
31.017103594277064,186.82905174214744
30.590804787629665,186.92468096267822
30.115108767233714,186.21217946563834
30.071674253240648,185.39884049194228
30.462350312261936,184.51877739566726
30.860030397619862,183.66119825793038
31.288553844590275,183.61098806455993
31.693320028714957,182.78735548977465
32.12220657780932,182.75011071302458
32.55110634268707,182.71384741026037
32.96274332897459,181.93296067319972
33.39188991234897,181.90810936125382
33.82104261825117,181.88388871776215
34.23895206204062,181.142093458232
34.23308547240141,180.4235527790806
34.23260421491944,179.70487885194277
33.80818879861462,178.97342371345084
33.81860694437988,178.24604842064002
33.83447161098724,177.51923818746604
33.40549142472795,177.48736091179964
32.976521847838924,177.45465428535556
32.56970859574544,176.6664610191369
32.141057065789056,176.62195179192653
31.712425456300195,176.5762393449221
31.31274251857205,175.74500090151219
30.884554691473,175.6858980261331
30.456400651871814,175.62513335604862
30.064551339784675,174.7467517745203
30.10690172835803,173.93299831018902
30.155307390574237,173.12169409943573
30.635322322154263,172.42056863796955
31.061010151080605,172.52504151658934
31.486798458232226,172.6266892030019
31.969890178006786,171.96225553038016
32.39511535677449,172.06844444270521
32.88168400469886,171.4306321816372
33.3722082342796,170.81149493413312
33.79615579586965,170.92773728042027
33.86651616745482,170.21036275631172
33.94216309817065,169.49607428647235
34.023061325602534,168.78507253306663
34.109173485576555,168.0775522691559
34.200460194172244,167.37370212032943
33.87919896767251,166.50632422433904
33.4618141508365,166.33476700174018
33.04473691164232,166.15887751778155
32.62797904521124,165.97849301729855
32.31961324606928,165.05548932187344
31.904941229090113,164.85663331912542
31.490663648269546,164.65254267624454
31.076796278023103,164.44301333313143
30.66335572835449,164.22783078979947
30.25035949971544,164.00676945224842
29.960605262688816,162.99110493699783
30.08901161907575,162.20920070901025
30.63032006657261,161.6898190106036
31.17405796475002,161.1885154159405
31.580813358299288,161.4397156811077
32.1256812868196,160.95749057276143
32.67274887967029,160.49138197007335
33.221907470926304,160.0406539163706
33.77305506022058,159.6046106046437
33.925082677140075,158.92486744327474
34.0818422172488,158.25128315300222
34.24326869492236,157.5839580444142
34.01468517214372,156.63948032914107
34.18721668683149,155.9788262132992
33.795468028251456,155.6824868283881
33.404644608576774,155.3792050235777
33.01477928629272,155.06875155243574
32.6259064079526,154.75088788321727
32.238061887757716,154.42536578625842
31.85128329185285,154.09192690454375
31.465609927623955,153.750302307247
31.08108293829969,153.40021202614156
30.69774540317407,153.04136457489906
30.315642443782718,152.6734564514388
30.136842130420526,151.57338977573409
30.34359448824931,150.8603453757611
30.928168316270416,150.55290242754518
31.513599600377304,150.25687401426538
32.099841426202666,149.97165099551788
32.686850182342766,149.6966657539835
32.905598100005975,149.0511501540507
33.4949993989602,148.7989554367997
33.71944085618337,148.1748659954403
33.947829772925196,147.55910161083642
34.18008701934387,146.95163621629294
34.05951643092439,145.9522047823152
33.94938093409078,144.9459809257698
33.59878453201303,144.5254207737535
33.25003648072921,144.09601486122637
32.90319555349544,143.6575309310156
32.55832269963943,143.2097310574851
32.21548112502286,142.752371652447
31.87473637444091,142.28520349206346
31.272487328073886,142.42628611062668
30.933275836048345,141.94130379379754
30.330569428468543,142.07993554473433
30.26172463095481,140.93890249940603
30.204933518639496,139.79312275276175
30.483888439395443,139.17674967888829
31.089553136061046,139.09524095955499
31.695278346396137,139.01684749611852
31.978529643141286,138.43606690788312
32.58470433431142,138.37207099530863
32.871509558846554,137.81262796966337
33.161394309056746,137.26291418424884
33.76817528117541,137.22223124836822
33.75008413869817,136.1920607493277
34.04873498933947,135.67061089461748
34.04704267752124,134.6487278669787
34.05617963361047,133.62706824555255
33.76134927195473,133.09958968097277
33.46943061675304,132.56286367779398
33.18050051878253,132.01674161412143
32.57409278581051,131.9611528483345
32.28857143211794,131.39456277484462
31.68255031449188,131.32550446795295
31.40066582382942,130.7371164418452
30.79513284018756,130.653134586577
30.18966867242661,130.56578396744865
29.912207498980386,129.94096875300406
29.971860058699797,128.78456913108124
30.307764193080097,128.27609176469292
30.646002889593383,127.77880003569685
31.24852561199363,127.9187570202324
31.58836448900368,127.44012379734963
31.93036073985744,126.9717114516296
32.53176582471512,127.121079751883
32.875164623199865,126.66944522020071
33.22056378286551,126.2271751047702
33.56790155521988,125.79403224266248
33.91711838159288,125.36978498368154
34.26815681535253,124.95420719123956
34.023971467669,124.36155157675117
34.141292374420026,123.35993897400469
33.90707010857619,122.75390418754095
33.67669386119614,122.13950831964047
33.45024309648743,121.516721373456
33.22779807221716,120.8855204579831
32.6392204874958,120.62557048630079
32.05133942249216,120.35607886632813
31.464193918823735,120.07652303552769
30.87782593687575,119.78634258070956
30.292280628169248,119.48493585295431
30.083260353442686,118.77303430478167
29.878948928147217,118.05128411913493
30.06158314823324,116.94410609690696
30.44498215055543,116.57794364800378
31.021703037701258,116.93237420607377
31.405122377884943,116.57754949000574
31.78971707173706,116.23129715976594
32.175444972102646,115.8933346643644
32.56226580760428,115.56339051207593
32.95014108646423,115.24120381304616
33.339034005670825,114.92652383805637
33.728909365190084,114.6191095934586
34.11973348693823,114.31872941218212
33.94516160659809,113.6582633573449
34.170837880743036,112.70984480572471
34.00737332096525,112.04248181104391
33.84856668503896,111.36876458168265
33.69448383329404,110.68879087154545
33.545189858953734,110.00266730552585
32.995823952432296,109.55707508070061
32.448521220044306,109.09642277431786
31.90338784324535,108.61999644975418
31.496773883417926,108.86939447505135
30.95274841970725,108.37433275798492
30.411116386040987,107.86159718907712
29.872007973989295,107.33031081926497
30.15879248204101,106.308540433378
30.571140955925777,106.08255835223416
30.869350593841112,105.09594538277389
31.284120523020245,104.89113564281142
31.699279730504735,104.69168811511092
32.114813119295505,104.49739958452051
32.53070635049776,104.30807673927903
32.94694579711312,104.1235355900098
33.36351850111224,103.94360092800632
33.78041213352439,103.7681058198445
33.680803067576775,103.05862679425329
34.00597181703279,102.1903732092897
33.91789890350025,101.48136768922609
33.835046335949556,100.7687802812748
33.7574525520543,100.05280582902869
33.68515389267348,99.33364526149656
33.19369978784062,98.72248334523091
32.706135722194304,98.09302631915693
32.28108090604225,98.20031841024627
31.796918654130806,97.54484897161794
31.371299015539208,97.64781930049183
30.89078335877872,96.96445592640083
30.464608285436206,97.06237594795608
29.98800919940102,96.34905163097135
29.943566454842752,95.53244744833403
30.333179636525742,94.6469336375949
30.761175617906282,94.58213929631833
31.158318044841423,93.73196937727243
31.586807647474146,93.68127323247168
32.015321317365,93.63193414957435
32.443858100883666,93.58389842872718
32.84872181776431,92.78956893967685
33.27760733463454,92.75358877745896
33.68887041250234,91.9890523775171
34.1059866425784,91.24308639376896
34.09937371095378,90.52175446770242
34.09816707413156,89.80025711331588
34.10236730598108,89.0788230972023
34.11197240924746,88.35768106550684
33.697959802466684,87.60695846277022
33.2689513250846,87.57608150194355
32.83995276204871,87.5443978209418
32.43244242259914,86.75400371114037
32.003752781182705,86.71047613491316
31.575082112062113,86.6657666512688
31.146431198588775,86.6198265157679
30.746458968356226,85.77384892866392
30.318255236060025,85.71404954708827
29.92569809386128,84.83276798579367
29.96742149042717,84.01511480058073
30.441639799768208,83.29559305732977
30.868131984828036,83.3886413377481
31.346369778785263,82.69935953092816
31.772323369300246,82.79775747949637
32.25430361239603,82.13663491969702
32.74045152710899,81.49506244231918
33.16517817433937,81.60477154774017
33.654603714435396,80.98830432595025
33.724527897051395,80.26778812352259
33.79976272554086,79.55036646641528
33.88027282132302,78.83624291088577
33.96602067231678,78.1256150494963
34.056966716044705,77.41867424557142
33.63801951721474,77.25936151764061
33.31785781243891,76.37625463910182
32.900706980150865,76.20012133615636
32.48387504744705,76.01946601668811
32.0673744501029,75.8341160043887
31.651218268316725,75.64388992372618
31.23542026825787,75.44859715957176
30.819994946808745,75.2480372772792
30.518606823626925,74.26315637982628
30.105538810704896,74.04151655249557
29.8154822898831,73.02125130981285
30.352883624093955,72.48272633492292
30.892872962195625,71.96298297312435
31.30144154749396,72.20634579878227
31.84271567679821,71.70678823365657
32.38632945915218,71.2239654150719
32.932167032267934,70.75711554518298
33.48011963071145,70.30551790730418
33.62725545265059,69.61668631683878
33.77920892782189,68.93395409808326
33.93591534085414,68.25743187504995
34.09730916031866,67.58722134475028
33.86871340444742,66.63869510020513
33.649524496074974,65.67754534622182
33.258718560371776,65.37287471218295
32.86887539093238,65.06096795651722
32.48002965472502,64.74158335002915
32.09221760800502,64.41446929315833
31.705477182149977,64.07936387710717
31.319848074610324,63.73599442750909
30.93537184528522,63.38407703053521
30.35972149612334,63.745515090395884
30.17005419197181,62.653403575878045
29.991484558320323,61.54788140771932
30.57406888027596,61.22376459714515
31.157594984543646,60.91177836983495
31.742010931681197,60.61127173151941
32.327268461690146,60.32163819543267
32.542009924271,59.66478768803549
33.12983068595783,59.398916890185035
33.35046177249285,58.76395523701617
33.57513465821597,58.13741536073216
33.80376875315411,57.51927768350893
34.03628423075373,56.90951532598321
34.27260209375919,56.30809454389657
34.15872087925763,55.30925938922703
33.80654611013117,54.895069520207194
33.45617514609781,54.47218192786319
33.107665254996085,54.04036729164904
32.761075830746634,53.599390565497536
32.41646847297747,53.14901096726132
31.81547040184478,53.304023415819145
31.4722257078107,52.836893580217506
31.13111904247346,52.359494654829156
30.528974636400587,52.505478918031756
30.189424797838935,52.009439837537016
30.121351308661435,50.86291423896418
30.065390985921603,49.71165805024274
30.670625489259997,49.61847725689371
31.275937973299264,49.52890306432881
31.556328953672214,48.93580552633909
32.1621698335366,48.86155295808173
32.446267347186,48.29049504997253
33.05253060350466,48.230074799625214
33.340101546044174,47.67971152240031
33.63069595809782,47.13881015211266
33.924236142794,46.607222723285304
34.22064629487057,46.08479990658857
34.2145370431869,45.06803257083177
33.91190974206541,44.55564975132317
33.922054444809554,43.52996170622116
33.627761603652935,42.99953286614586
33.02089248491722,42.96275224367222
32.729763345570674,42.412671191596054
32.441705018913765,41.852769135863475
31.83539234004789,41.79276727375508
31.5508560385141,41.211399051508046
30.944963093131484,41.13710788752327
30.33912425151072,41.059849564115616
30.058825905689176,40.44269522774228
30.113159984881083,39.29087428880876
30.17961711424889,38.143664027197
30.782605833957167,38.27859597243652
31.120815418887574,37.78886452067334
31.72334989032909,37.92653554451354
32.06313699738452,37.45490763254821
32.40505095941692,36.9932015159951
33.00648564286111,37.14002999747546
33.34978505932031,36.694628543532005
33.6950586916522,36.258329238061016
34.042246469430644,35.83090496659574
34.14427347795701,34.82488470587733
33.90089546808457,34.22914042175863
34.019609394461234,33.22438391927713
33.7862489926494,32.615236152366904
33.55676036740502,31.997686075689522
33.33122349146728,31.371705101208107
32.74138726976462,31.121320515146316
32.52153484804353,30.47369754808598
31.934064147000417,30.20041960879012
31.347347135891322,29.916905327368802
30.761426940447983,29.622583281202473
30.176349974907048,29.316839923610488
29.968443819034853,28.601028307928388
30.145513244797243,27.493755281002855
30.527050062580045,27.121701965025885
30.90984228324119,26.7588487931529
31.29384383783775,26.4048867354267
31.679010749069494,26.05951900514222
32.253980449020084,26.40965452299738
32.63911472665218,26.074389981214907
33.025340470522195,25.74695616909277
33.23051968922459,24.758456324301818
33.62091963809734,24.452002533657364
34.012259312303996,24.152592358520877
33.83883576742992,23.489185512637277
34.066183677070406,22.538954209168168
33.9039140561778,21.86872199601524
33.74632800851135,21.192136869713025
33.593491445634804,20.509299424560865
33.04183915495367,20.0727840487764
32.49216978622432,19.621472689189403
31.944585699816745,19.154659055478533
31.399195994326874,18.671595739656084
30.992712143918688,18.92572733653938
30.4484384288371,18.42347474970778
29.906589489854433,17.902981277992396
29.777396501515252,17.116761812093827
30.066179425328176,16.093854023671923
30.478971448686075,15.870092974592964
30.892215906667634,15.652315170372347
31.305894882578755,15.440289841957096
31.719991376015965,15.233797621471197
32.13448924614389,15.032629867202175
32.549373159050276,14.836588034391582
32.8586895301549,13.921066232383112
33.275625719387826,13.74319111410476
33.69287467870637,13.56971993115458
34.01347644080561,12.696864595699893
33.92168654364397,11.989319840633854
33.83509722258514,11.27804470624335
33.75374850115014,10.563230517927067
33.677678355500646,9.84507491403113
33.606922630237534,9.123781582182929
33.11679242974415,8.508077893574907
32.69219178544827,8.619415050403731
32.205315385168674,7.978603268467282
31.780139983975257,8.086055760274675
31.296748647173814,7.418336407324517
30.87100467539671,7.521230773947153
30.39135323267691,6.824627855525918
29.916337817310225,6.105794339288948
29.873717277583093,5.286901369817414
30.265318403379858,4.402541993583895
30.693456901323774,4.341012971080701
31.12162982186875,4.281176919808928
31.52112541976642,3.444564270367934
31.94974787671671,3.3982990179627706
32.37839061416483,3.353258705961551
32.785067860305986,2.5602195664417877
33.214032567932044,2.52713230909724
33.64300806947836,2.494888819689976
34.05623993758904,1.7417093104785977
34.045894508309615,1.019408054046977
34.04096260060537,0.2967826168679437
