X (mm),Y (rad)
100.41306641637061,3.144800737166872
97.567351983518,3.1698521056177658
97.97388261678266,3.170214600717142
98.38041325004731,3.1705865137522946
98.38041325004731,3.1705865137522946
97.567351983518,3.182508506399127
98.78694388331198,3.184123483708843
98.78694388331198,3.184123483708843
99.19347451657663,3.1846905002099746
96.75429071698869,3.206146683252547
96.75429071698869,3.206146683252547
97.567351983518,3.2077779900704946
97.97388261678266,3.20862491006454
96.34776008372403,3.2175088230488917
96.34776008372403,3.2175088230488917
97.97388261678266,3.221390041272224
98.78694388331198,3.2365525930858907
96.34776008372403,3.253804587789925
96.34776008372403,3.265842232902715
96.75429071698869,3.279506511657779
97.16082135025334,3.281210045796687
97.567351983518,3.2829559067643403
97.97388261678266,3.2972954140775537
100.00653578310595,3.3077828857525726
100.81959704963526,3.3396327224416185
100.81959704963526,3.3665902214049064
100.00653578310595,3.373645241913756
100.41306641637061,3.376755073301694
99.19347451657663,3.380301980622343
99.6000051498413,3.3834078040662727
97.97388261678266,3.3956311513563393
98.38041325004731,3.3987910799999104
97.567351983518,3.404399918920671
97.567351983518,3.4510385184661576
97.97388261678266,3.4663291238177747
98.38041325004731,3.470255259831994
98.78694388331198,3.4859933227576483
101.63265831616458,3.5052807768739216
101.22612768289993,3.5129958397442507
102.85225021595856,3.5589903647246968
101.63265831616458,3.567080963851741
102.03918894942925,3.5726027621952468
100.41306641637061,3.5858425502117246
100.41306641637061,3.5971179267176105
100.00653578310595,3.6027442160985794
100.00653578310595,3.6351971991783794
100.41306641637061,3.6516344682319
100.41306641637061,3.662162513441945
102.85225021595856,3.689576280685635
102.4457195826939,3.69380805465003
104.4783727490172,3.706361823319387
104.07184211575253,3.7105061374430703
103.66531148248788,3.7362822613963917
104.07184211575253,3.743621539795117
105.29143401554651,3.744316847515482
104.07184211575253,3.754338364834452
105.29143401554651,3.7666184470276036
104.4783727490172,3.7725088857069573
104.4783727490172,3.7725088857069573
104.07184211575253,3.7752959901696146
104.07184211575253,3.785539319643897
103.66531148248788,3.7880293004452934
103.66531148248788,3.826721282336242
104.07184211575253,3.8437959842235805
104.07184211575253,3.8529870369162507
105.69796464881117,3.876340250485345
105.29143401554651,3.8772262383420326
106.91755654860515,3.8929284827719686
106.51102591534048,3.893546508442635
107.73061781513447,3.9014591565881314
107.3240871818698,3.9019355297187226
108.54367908166378,3.920348424220424
108.95020971492843,3.9585063683229635
109.3567403481931,3.959117034781335
108.54367908166378,3.966867830661928
108.95020971492843,3.9676183692848475
108.13714844839912,3.9832403129902887
108.54367908166378,3.984259458266823
108.13714844839912,4.015567338227484
108.95020971492843,4.049620536362626
109.76327098145775,4.068958238536192
110.16980161472242,4.0714552790135325
110.57633224798707,4.081532559245263
110.98286288125172,4.084318289191307
111.38939351451639,4.094751206188469
112.60898541431035,4.104405344763074
113.42204668083967,4.127126374895338
113.82857731410434,4.146231143383993
113.42204668083967,4.170001919459585
113.82857731410434,4.174482052356495
113.42204668083967,4.207539379669033
113.82857731410434,4.223926741760744
115.45469984716297,4.267479048156304
115.86123048042762,4.273397511137197
116.26776111369229,4.284801303545786
116.67429174695694,4.285846316771078
116.67429174695694,4.291146843579713
117.89388364675092,4.306207365510709
118.70694491328024,4.331580311356271
119.11347554654489,4.349393200608343
119.11347554654489,4.392492257116331
119.52000617980956,4.407708310794876
121.55265934613284,4.466125610361077
121.95918997939751,4.472190865537116
121.95918997939751,4.4751466343651085
122.77225124592682,4.485376637961945
122.77225124592682,4.491214312998877
123.58531251245614,4.505969472043524
124.39837377898546,4.533013546927949
125.21143504551476,4.564417232705376
125.21143504551476,4.575477769170172
125.61796567877943,4.589420701565485
125.61796567877943,4.5909195787661545
126.02449631204408,4.604385913257752
127.65061884510271,4.6526786936819295
128.05714947836736,4.663620149732795
128.05714947836736,4.664219589976759
128.46368011163204,4.674651678312054
128.46368011163204,4.6756034008532605
128.8702107448967,4.6865851355171895
128.8702107448967,4.6872618401635515
129.683272011426,4.713553816248409
130.08980264469068,4.727397216060378
130.90286391121998,4.753361753351928
130.90286391121998,4.753913088530018
131.30939454448463,4.764547939839316
131.30939454448463,4.765913810970562
131.7159251777493,4.77567332374908
131.7159251777493,4.7764698875028415
132.12245581101396,4.786243029692267
132.12245581101396,4.787148855008388
133.7485783440726,4.834411971971784
134.15510897733725,4.848003972323982
134.5616396106019,4.860069078659787
134.5616396106019,4.867598542281353
134.96817024386658,4.8823713322957705
134.96817024386658,4.891589482590074
135.37470087713123,4.907596684215003
136.18776214366054,4.934467976156053
137.00082341018987,4.951354627041139
137.00082341018987,4.954492587296279
137.81388467671917,4.966807390435708
137.81388467671917,4.970000038210998
138.6269459432485,4.984221502972534
139.84653784304246,5.019001189107389
140.25306847630713,5.034222740195413
140.6595991095718,5.045682077342262
140.6595991095718,5.090262721347521
141.4726603761011,5.126169822517161
141.87919100936577,5.138757009783408
142.69225227589507,5.146361511451584
142.69225227589507,5.151938342709771
143.09878290915972,5.152632377084143
143.5053135424244,5.164221090009717
144.72490544221836,5.181144601079768
145.94449734201234,5.213209091426882
146.351027975277,5.229544068439263
146.351027975277,5.235556644701904
146.75755860854167,5.252239878999266
146.351027975277,5.254377249326655
146.75755860854167,5.25858426661855
145.94449734201234,5.270315621379236
146.351027975277,5.274452667534892
145.94449734201234,5.292019872299157
146.75755860854167,5.33013524533974
147.16408924180632,5.341265373797167
148.3836811416003,5.3498061215672115
148.79021177486496,5.360104604043095
149.1967424081296,5.362548031793247
149.60327304139426,5.372492311547289
150.00980367465894,5.3746621314083685
151.2293955744529,5.403057330559121
152.04245684098223,5.436944417797766
151.63592620771757,5.444070039133106
152.04245684098223,5.44499195876813
151.2293955744529,5.460216275592649
151.63592620771757,5.460884690495141
150.4163343079236,5.477212191895233
151.2293955744529,5.477971809374393
150.4163343079236,5.486689718185135
151.2293955744529,5.525398846102496
152.44898747424688,5.542982371471618
152.04245684098223,5.543839457594432
153.26204874077618,5.550798501248751
152.85551810751153,5.551775455719625
154.8881712738348,5.574412917854414
154.48164064057016,5.5757599301340575
155.2947019070995,5.582298747379154
156.1077631736288,5.616331510502509
156.1077631736288,5.65542694669281
155.70123254036415,5.658236568468505
155.70123254036415,5.668575978878223
154.0751100073055,5.681770188025686
154.0751100073055,5.693173358643828
154.8881712738348,5.731237252232947
156.1077631736288,5.740732120961913
155.70123254036415,5.745291230293862
157.73388570668743,5.755849545685386
157.32735507342278,5.7604426813575165
158.54694697321676,5.768172060528323
158.9534776064814,5.7847789438530866
159.36000823974607,5.790541953189987
159.76653887301072,5.806784624913115
159.76653887301072,5.839288298635737
158.9534776064814,5.851222374483378
158.9534776064814,5.8627237269667125
158.14041633995208,5.863981902005943
158.54694697321676,5.869224344923207
156.92082444015813,5.884855838204543
156.92082444015813,5.897586946324036
157.73388570668743,5.933018827662953
159.36000823974607,5.938593971083582
158.9534776064814,5.94649485465453
159.76653887301072,5.95493742457343
161.79919203933403,5.974356762561453
161.79919203933403,5.997475212273577
162.20572267259868,6.0124109681413325
162.20572267259868,6.024041378483223
161.79919203933403,6.03274355681371
161.39266140606935,6.04170904247822
161.79919203933403,6.044647247081665
160.1730695062754,6.057605723435683
160.57960013954005,6.060472909141583
159.36000823974607,6.064649446536664
159.76653887301072,6.067508060174072
158.54694697321676,6.085601928509463
158.54694697321676,6.099163570344156
159.36000823974607,6.1307097543652445
161.39266140606935,6.1403365953675
161.79919203933403,6.154534881277667
162.61225330586333,6.15767450534646
163.01878393912799,6.171201489131318
163.01878393912799,6.195323058964772
163.42531457239267,6.208332609334683
163.01878393912799,6.219547555394315
163.01878393912799,6.231689698882222
161.79919203933403,6.242356417625491
162.61225330586333,6.243362414459271
160.57960013954005,6.253874676455254
161.39266140606935,6.254625007732635
159.76653887301072,6.266574467852414
160.1730695062754,6.266795657645804
158.9534776064814,0.010671667003000974
160.9861307728047,0.04885943304779553
160.1730695062754,0.05015873768920023
162.20572267259868,0.059483200845513964
161.39266140606935,0.06100303763926386
163.01878393912799,0.08228147230500256
163.01878393912799,0.13045306318190886
162.61225330586333,0.14414241941232078
162.20572267259868,0.14591702011575833
161.79919203933403,0.16008295948054435
159.76653887301072,0.1706848750260291
159.36000823974607,0.18622035660185243
158.9534776064814,0.1887432151485728
158.54694697321676,0.20485726202387583
